"","genre","followers"
"1141"," slamming deathcore",0
"1143"," pop paraguayo",0
"1146"," pop chileno",0
"1147"," pop electronico",0
"1149"," etherpop",0
"1151"," canadian punk",0
"1154"," turkish edm",0
"1159"," rogaland musikk",0
"1162"," nightrun",0
"1163"," swedish hard rock",0
"1164"," korean indie folk",0
"1169"," swedish indie folk",0
"1170"," swedish indie pop",0
"1172"," contemporary vocal jazz",0
"1177"," swedish americana",0
"1178"," swedish punk",0
"1188"," art rock",0
"1190"," symphonic rock",0
"1193"," swedish reggae",0
"1195"," shiver pop",0
"1197"," taiwan rock",0
"1199"," japanese trap",0
"1203"," indonesian pop punk",0
"1204"," sky room",0
"1205"," french reggae",0
"1206"," old school rap francais",0
"1208"," classic bollywood",0
"1210"," danspunk",0
"1212"," reggaeton mexicano",0
"1216"," indian fusion",0
"1218"," indian rock",0
"1219"," new delhi indie",0
"1220"," world fusion",0
"1221"," icelandic singer-songwriter",0
"1232"," brazilian rock",0
"1233"," reggae tuga",0
"1234"," cumbia uruguaya",0
"1235"," plena uruguaya",0
"1236"," canzone napoletana",0
"1237"," folk rock italiano",0
"1239"," roots reggae",0
"1241"," pop lgbtq+ brasileira",0
"1243"," norteno-sax",0
"1245"," colombian rock",0
"1246"," classic turkish pop",0
"1250"," salsa puertorriquena",0
"1251"," rap genovese",0
"1252"," bulgarian r&b",0
"1256"," electric blues",0
"1257"," jazz blues",0
"1259"," traditional blues",0
"1261"," musica triste brasileira",0
"1263"," vietnamese pop",0
"1265"," swedish alternative rock",0
"1267"," musica per bambini",0
"1268"," dancehall queen",0
"1269"," uk dancehall",0
"1274"," deep turkish pop",0
"1276"," italian jazz",0
"1277"," italian lounge",0
"1279"," j-division",0
"1280"," norwegian country",0
"1281"," norwegian folk rock",0
"1282"," bulgarian trap",0
"1285"," tennessee hip hop",0
"1295"," trap argentino",0
"1297"," christian music",0
"1300"," dutch trap",0
"1301"," russian rave",0
"1302"," canadian electropop",0
"1303"," grave wave",0
"1306"," macedonian folk",0
"1307"," josei rap",0
"1308"," j-idol",0
"1309"," russian viral rap",0
"1310"," pagode",0
"1311"," pagode baiano",0
"1313"," japanese indie pop",0
"1315"," turkce drill",0
"1319"," belarusian rock",0
"1320"," classic russian rock",0
"1321"," russian alternative rock",0
"1324"," pittsburgh rock",0
"1325"," art pop",0
"1326"," escape room",0
"1327"," indie soul",0
"1328"," la pop",0
"1329"," easy listening",0
"1332"," hindi indie",0
"1333"," sufi",0
"1334"," lds youth",0
"1337"," canadian pop",0
"1338"," country dawn",0
"1340"," vispop",0
"1343"," slovak punk",0
"1344"," slovak rock",0
"1346"," kiwi rock",0
"1347"," nz singer-songwriter",0
"1351"," new romantic",0
"1352"," new wave pop",0
"1355"," pluggnb",0
"1371"," lithuanian indie",0
"1372"," crunk",0
"1373"," old school atlanta hip hop",0
"1377"," focus",0
"1378"," indonesian indie pop",0
"1379"," indonesian psychedelia",0
"1381"," ghanaian alternative",0
"1382"," ghanaian pop",0
"1383"," dance rock",0
"1384"," scottish new wave",0
"1386"," ukg revival",0
"1388"," punk tuga",0
"1390"," rai algerien",0
"1391"," latin talent show",0
"1392"," czsk emo rap",0
"1393"," indonesian r&b",0
"1396"," mahraganat",0
"1397"," brisbane indie",0
"1401"," uk funky",0
"1404"," new jersey rap",0
"1405","""childrens music""",0
"1406"," kindermusik",0
"1410"," swiss trap",0
"1414"," brisbane punk",0
"1415"," trap colombiano",0
"1416"," czech pop rock",0
"1418"," lithuanian trap",0
"1419"," bolobedu house",0
"1424"," indie anthem-folk",0
"1426"," reggaeton colombiano",0
"1431"," vallenato",0
"1432"," arrochadeira",0
"1433"," piseiro",0
"1435"," afroswing",0
"1439"," trap queen",0
"1442"," uk house",0
"1447"," javanese dangdut",0
"1448"," lagu jawa",0
"1451"," xinyao",0
"1455"," rap df",0
"1457"," polish contemporary classical",0
"1465"," progressive psytrance",0
"1468"," deep groove house",0
"1473"," post-grunge",0
"1476"," armenian pop",0
"1477"," pop house",0
"1478"," rock kapak",0
"1482"," taiwan idol pop",0
"1485"," polish indie",0
"1492"," irish hip hop",0
"1502"," swiss pop",0
"1503"," japanese pop rap",0
"1506"," trap tuga",0
"1509"," vapor twitch",0
"1511"," melodic groove metal",0
"1514"," german cloud rap",0
"1517"," turkish modern jazz",0
"1521"," soul flow",0
"1524"," dangdut koplo",0
"1525"," dangdut remix",0
"1527"," russian dance pop",0
"1528"," musica santomense",0
"1532"," musica costena",0
"1534"," dancefloor dnb",0
"1537"," salsa international",0
"1542"," chicago indie",0
"1544"," albanian pop",0
"1546"," finnish indie",0
"1548"," classic country pop",0
"1549"," nashville sound",0
"1554"," latin funk",0
"1555"," miami hip hop",0
"1556"," uk alternative pop",0
"1558"," papuri",0
"1559"," pinoy praise",0
"1562"," irish rock",0
"1563"," northern irish indie",0
"1565"," austropop",0
"1567"," belarusian pop",0
"1571"," hong kong hip hop",0
"1574"," polish electronica",0
"1576"," slap house",0
"1577"," vallenato moderno",0
"1578"," neomelodici",0
"1579"," french synthpop",0
"1583"," latvian indie",0
"1585"," pub rock",0
"1587"," cumbia pop",0
"1588"," paraguayan rock",0
"1589"," merengue",0
"1590"," merengue tipico",0
"1591"," musica tradicional dominicana",0
"1593"," baltimore indie",0
"1594"," chillwave",0
"1596"," finnish edm",0
"1597"," ohio hip hop",0
"1601"," musica sarda",0
"1603"," cambridgeshire indie",0
"1606"," thai indie",0
"1612"," sunnlensk tonlist",0
"1615"," swedish tropical house",0
"1617"," hamburg electronic",0
"1619"," irish pop",0
"1620"," houston rap",0
"1622"," skate punk",0
"1623"," socal pop punk",0
"1628"," microhouse",0
"1630"," organic electronic",0
"1631"," pop ambient",0
"1632"," classic danish pop",0
"1633"," palestinian hip hop",0
"1634"," czech folk",0
"1635"," czech singer-songwriter",0
"1637"," nigerian hip hop",0
"1638"," thai teen pop",0
"1639"," turkish singer-songwriter",0
"1641"," bass trap",0
"1648"," salsa peruana",0
"1650"," syrian pop",0
"1652"," funk mandelao",0
"1653"," funk viral",0
"1654"," grenada soca",0
"1655"," sophisti-pop",0
"1658"," classic j-pop",0
"1659"," oslo indie",0
"1663"," argentine indie",0
"1664"," electronica argentina",0
"1666"," reggae rock",0
"1676"," kazakh pop",0
"1677"," zouglou",0
"1679"," slowcore",0
"1683"," cdo indie",0
"1685"," dark pop",0
"1686"," norwegian singer-songwriter",0
"1687"," rap motywacja",0
"1688"," funk metal",0
"1689"," funk rock",0
"1692"," wonky",0
"1694"," flamenco guitar",0
"1695"," russian hyperpop",0
"1696"," russian trap metal",0
"1697"," batidao romantico",0
"1700"," indonesian city pop",0
"1702"," reggaeton chileno",0
"1703"," trap chileno",0
"1704"," russian punk",0
"1705"," greek underground rap",0
"1707"," spanish new wave",0
"1712"," cumbia sonidera",0
"1714"," german singer-songwriter",0
"1715"," rap cearense",0
"1717"," musica canaria",0
"1718"," zambian hip hop",0
"1720"," ecuadorian indie",0
"1721"," ecuadorian pop",0
"1724"," thai worship",0
"1728"," instrumental grime",0
"1729"," funk pop",0
"1734"," motown",0
"1737"," russian edm",0
"1742"," rock alternativo brasileiro",0
"1745"," swedish soul",0
"1746"," swedish underground rap",0
"1749"," armenian hip hop",0
"1750"," chill r&b",0
"1751"," dutch r&b",0
"1753"," hands up",0
"1754"," partyschlager",0
"1755"," swedish synthpop",0
"1756"," japanese viral pop",0
"1757"," golden age hip hop",0
"1760"," australian reggae fusion",0
"1762"," pop rap brasileiro",0
"1764"," gqom",0
"1765"," xitsonga pop",0
"1766"," israeli singer-songwriter",0
"1768"," lo-fi chill",0
"1769"," new jack swing",0
"1771"," chinese idol pop",0
"1772"," bouncy house",0
"1774"," classic greek rock",0
"1775"," entehno",0
"1777"," frauenrap",0
"1778"," shimmer pop",0
"1783"," pixie",0
"1786"," azonto",0
"1788"," korean singer-songwriter",0
"1789"," swedish pop rap",0
"1790"," lagu timur",0
"1792"," nz hip hop",0
"1794"," rock viet",0
"1796"," himachali pop",0
"1797"," italian reggae",0
"1799"," austindie",0
"1800"," classic danish rock",0
"1801"," beatlesque",0
"1805"," psychedelic hip hop",0
"1813"," kazakh hip hop",0
"1814"," russian dance",0
"1815"," russian gangster rap",0
"1817"," musiikkia lapsille",0
"1819"," grupera",0
"1820"," gruperas inmortales",0
"1827"," baroque pop",0
"1828"," chamber pop",0
"1829"," chamber psych",0
"1830"," neo-psychedelic",0
"1831"," ye ye",0
"1833"," spanish hip hop",0
"1834"," dansband",0
"1835"," skansk musik",0
"1836"," israeli trap",0
"1844"," thai indie rock",0
"1846"," gothic symphonic metal",0
"1847"," opera metal",0
"1852"," melbourne bounce",0
"1853"," melbourne bounce international",0
"1861"," mexican classic rock",0
"1865"," ethereal wave",0
"1866"," melancholia",0
"1867"," nordic post-rock",0
"1869"," uk reggae",0
"1870"," folklore paraguayo",0
"1871"," chillstep",0
"1872"," indie emo",0
"1873"," ukrainian viral pop",0
"1875"," concepcion indie",0
"1878"," german r&b",0
"1880"," russian reggae",0
"1881"," trap metal italiana",0
"1883"," intelligent dance music",0
"1886"," york indie",0
"1890"," taiwanese indie",0
"1892"," folk-pop",0
"1894"," bayerischer rap",0
"1895"," deep german hip hop",0
"1897"," taiwan punk",0
"1898"," modern hard rock",0
"1899"," vlaamse kinderliedje",0
"1901"," diva house",0
"1903"," poezja spiewana",0
"1906"," salsa choke",0
"1911"," swedish garage rock",0
"1912"," swedish indie rock",0
"1913"," icelandic choir",0
"1918"," korean underground rap",0
"1919"," tagalog worship",0
"1922"," vietnamese bolero",0
"1924"," brazilian hip hop",0
"1925"," rap mineiro",0
"1927"," denton tx indie",0
"1928"," experimental pop",0
"1929"," vapor pop",0
"1932"," post-punk argentina",0
"1935"," uk metalcore",0
"1938"," swedish hardcore",0
"1939"," swedish post-hardcore",0
"1940"," umea hardcore",0
"1941"," vegan straight edge",0
"1942"," minnesota hip hop",0
"1943"," korean city pop",0
"1947"," taiwan campus folk",0
"1949"," svensk progg",0
"1956"," flamenco urbano",0
"1957"," ukrainian hip hop",0
"1960"," sleaze rock",0
"1962"," canadian contemporary r&b",0
"1963"," lund indie",0
"1968"," zikir",0
"1973"," austrian pop",0
"1983"," scottish singer-songwriter",0
"1985"," uzbek pop",0
"1986"," cuban alternative",0
"1987"," hip hop cubano",0
"1988"," zhongguo feng",0
"1991"," russian electronic",0
"1993"," finnish new wave",0
"1994"," classic greek pop",0
"1995"," italo dance",0
"1996"," v-pop",0
"1998"," indian singer-songwriter",0
"2000"," italian post-hardcore",0
"2001"," zxc",0
"2003"," indonesian folk pop",0
"2005"," irish folk",0
"2009"," rap metal",0
"2010"," hare krishna",0
"2016"," south african rock",0
"2018"," pagode novo",0
"2020"," gen z singer-songwriter",0
"2021"," modern indie pop",0
"2024"," kasi rap",0
"2029"," indian folk",0
"2033"," german country",0
"2037"," uk melodic rap",0
"2038"," korean ost",0
"2039"," rap uliczny",0
"2040"," turkce trap metal",0
"2041"," classic uk pop",0
"2044"," kuduro antigo",0
"2046"," porro",0
"2048"," chill guitar",0
"2051"," boston rock",0
"2052"," celtic punk",0
"2053"," celtic rock",0
"2060"," houston indie",0
"2061"," fotbollslatar",0
"2062"," west-vlaamse hip hop",0
"2064"," russian underground rap",0
"2066"," tekk",0
"2069"," j-reggae",0
"2073"," oklahoma country",0
"2076"," classic soul",0
"2078"," uk christian rap",0
"2080"," kleine hoerspiel",0
"2081"," pinoy reggae",0
"2083"," british singer-songwriter",0
"2085"," canadian metal",0
"2087"," japanese heavy metal",0
"2088"," japanese power metal",0
"2089"," visual kei",0
"2091"," guaracha",0
"2093"," new york drill",0
"2097"," christian pop",0
"2098"," rap tuga underground",0
"2100"," sholawat",0
"2101"," bases de freestyle",0
"2102"," rap underground espanol",0
"2106"," seattle indie",0
"2109"," icelandic post-punk",0
"2110"," icelandic punk",0
"2116"," indie triste",0
"2117"," mexican indie",0
"2118"," venda pop",0
"2120"," modern blues rock",0
"2121"," detroit rock",0
"2123"," meme rap",0
"2125"," bass house",0
"2128"," rap chileno",0
"2129"," musique urbaine kinshasa",0
"2130"," ndombolo",0
"2131"," rumba congolaise",0
"2132"," german alternative rap",0
"2135"," electro-pop francais",0
"2136"," french indie pop",0
"2137"," lapland hip hop",0
"2138"," birmingham hip hop",0
"2139"," birmingham indie",0
"2141"," electro swing",0
"2145"," classic finnish rock",0
"2146"," australian indigenous",0
"2148"," chicago punk",0
"2149"," folk punk",0
"2153"," neoclassical darkwave",0
"2156"," hong kong indie",0
"2159"," rap italiano old school",0
"2160"," south african country",0
"2163"," new age piano",0
"2167"," mundart",0
"2168"," ghazal",0
"2169"," electropowerpop",0
"2171"," indie quebecois",0
"2172"," hungarian punk",0
"2174"," christian a cappella",0
"2175"," college a cappella",0
"2179"," hip hop tuga",0
"2180"," manguebeat",0
"2181"," rap algerien",0
"2182"," musique guadeloupe",0
"2183"," zouk riddim",0
"2185"," marathi pop",0
"2187"," space ambient",0
"2189"," brazilian gospel",0
"2192"," indian edm",0
"2194"," laulaja-lauluntekija",0
"2195"," south african r&b",0
"2196"," j-acoustic",0
"2198"," swedish folk pop",0
"2199"," bornesange",0
"2204"," musica andina",0
"2205"," musica andina chilena",0
"2206"," musica nortena chilena",0
"2207"," nueva cancion",0
"2209"," finnish punk",0
"2213"," swedish dancehall",0
"2214"," swedish drill",0
"2216"," axe",0
"2217"," samba reggae",0
"2218"," memphis soul",0
"2219"," southern soul",0
"2220"," balkan trap",0
"2223"," texas country",0
"2227"," jazz mexicano",0
"2228"," norwegian americana",0
"2229"," lebanese indie",0
"2230"," macedonian pop",0
"2233"," birmingham metal",0
"2234"," greenlandic pop",0
"2236"," surinamese hip hop",0
"2237"," shibuya-kei",0
"2241"," lo-fi indie",0
"2242"," harlem renaissance",0
"2243"," torch song",0
"2244"," narco rap",0
"2246"," detske pisnicky",0
"2248"," slayer",0
"2249"," kolsche karneval",0
"2257"," turin indie",0
"2258"," brooklyn indie",0
"2261"," cantautor",0
"2262"," chicha",0
"2263"," nu-cumbia",0
"2264"," portuguese rock",0
"2267"," popping",0
"2268"," ritmo kombina",0
"2269"," corridos alternativos",0
"2270"," pop venezolano",0
"2272"," turkish psych",0
"2276"," chinese indie",0
"2277"," vintage swedish pop",0
"2279"," vintage chanson",0
"2280"," turkish alt pop",0
"2281"," gulf hip hop",0
"2282"," latin afrobeat",0
"2285"," neue deutsche welle",0
"2287"," musica angolana",0
"2289"," latin worship",0
"2290"," rap cristiano",0
"2293"," jamaican hip hop",0
"2294"," traphall",0
"2295"," anti-folk",0
"2297"," slack-key guitar",0
"2299"," trap pesado",0
"2301"," ulkucu sarkilar",0
"2302"," folklore ecuatoriano",0
"2304"," malaysian punk",0
"2306"," florida rap",0
"2308"," belgian edm",0
"2313"," folklore chileno",0
"2314"," new age",0
"2315"," neo classical metal",0
"2318"," nederreggae",0
"2321"," traprun",0
"2326"," deep euro house",0
"2327"," malaysian tamil pop",0
"2330"," finnish soul",0
"2331"," maltese hip hop",0
"2332"," maltese pop",0
"2334"," maluku pop",0
"2340"," deep german indie",0
"2341"," r&b en espanol",0
"2344"," classic peruvian pop",0
"2345"," cumbia peruana",0
"2346"," peruvian indie",0
"2347"," reggae peruano",0
"2348"," japanese ska",0
"2351"," hypnosis mic",0
"2356"," noise rock",0
"2357"," gaming dubstep",0
"2359"," pop soul",0
"2360"," nederlandse hardstyle",0
"2364"," corrido",0
"2366"," musica afroperuana",0
"2367"," musica criolla",0
"2368"," czsk reggae",0
"2371"," vancouver indie",0
"2374"," viet remix",0
"2375"," vinahouse",0
"2380"," samba-rock",0
"2381"," modern alternative pop",0
"2382"," bergen indie",0
"2383"," jewish pop",0
"2385"," finnish progressive metal",0
"2386"," progressive thrash",0
"2387"," rock cristiano",0
"2389"," rap feminino nacional",0
"2395"," macedonian hip hop",0
"2397"," scottish indie rock",0
"2400"," pinoy singer-songwriter",0
"2404"," nyc rap",0
"2405"," polish reggae",0
