"","genre","avgFollowers"
"145"," reggaeton flow",NA
"146"," trap latino",NA
"148"," europop",NA
"150"," post-teen pop",NA
"153"," egyptian trap",NA
"157"," dutch singer-songwriter",NA
"159"," finnish reggae",NA
"161"," trap brasileiro",NA
"162"," trap carioca",NA
"165"," german rock",NA
"166"," liedermacher",NA
"169"," rap lyonnais",NA
"171"," azontobeats",NA
"172"," nigerian pop",NA
"176"," taiwan hip hop",NA
"177"," taiwan pop",NA
"179"," vietnamese hip hop",NA
"180"," vietnamese melodic rap",NA
"183"," rif",NA
"185"," deep tropical house",NA
"191"," russian emo rap",NA
"195"," suomi rock",NA
"196"," k-pop girl group",NA
"199"," swedish classical",NA
"200"," laiko",NA
"202"," dutch rock",NA
"203"," levenslied",NA
"204"," nederpop",NA
"206"," j-pop boy group",NA
"212"," argentine rock",NA
"214"," latin rock",NA
"215"," rock en espanol",NA
"216"," ska argentino",NA
"217"," swedish electropop",NA
"218"," swedish idol pop",NA
"228"," classic arab pop",NA
"231"," khaliji",NA
"233"," norwegian pop rap",NA
"234"," hk-pop",NA
"241"," german pop",NA
"244"," japanese teen pop",NA
"246","""canzone dautore""",NA
"247"," classic italian pop",NA
"248"," italian adult pop",NA
"250"," taiwan singer-songwriter",NA
"255"," mellow gold",NA
"259"," desi pop",NA
"260"," desi trap",NA
"261"," modern bollywood",NA
"262"," pakistani hip hop",NA
"263"," rap inde",NA
"271"," trip hop",NA
"272"," k-rap",NA
"273"," korean old school hip hop",NA
"278"," trap dominicano",NA
"284"," vintage norwegian pop",NA
"286"," future garage",NA
"287"," uk bass",NA
"289"," moderne ludovky",NA
"290"," rusyn folk",NA
"291"," slovak folk",NA
"292"," slovak pop",NA
"295"," finnish power metal",NA
"299"," rap conciencia",NA
"300"," rap underground argentino",NA
"307"," slovak hip hop",NA
"309"," australian singer-songwriter",NA
"310"," lilith",NA
"311"," piano rock",NA
"314"," nova mpb",NA
"318"," rap maroc",NA
"322"," kingston on indie",NA
"323"," ontario indie",NA
"326"," czech rock",NA
"327"," czsk viral pop",NA
"328"," anime rock",NA
"330"," ectofolk",NA
"331"," neo mellow",NA
"333"," brostep",NA
"334"," electronic trap",NA
"337"," metropopolis",NA
"339"," german hard rock",NA
"340"," german metal",NA
"345"," funky tech house",NA
"346"," german techno",NA
"347"," progressive electro house",NA
"352"," german underground rap",NA
"355"," australian talent show",NA
"357"," chicago rap",NA
"358"," conscious hip hop",NA
"360"," neo soul",NA
"361"," political hip hop",NA
"363"," italian indie pop",NA
"364"," italian underground hip hop",NA
"366"," dutch rap pop",NA
"368"," variete francaise",NA
"370"," psychedelic trance",NA
"373"," mexican hip hop",NA
"377"," umbanda",NA
"379"," atl trap",NA
"383"," italian pop rock",NA
"385"," cumbia salvadorena",NA
"387"," ninja",NA
"388"," nu jazz",NA
"393"," melodic drill",NA
"395"," filmi",NA
"397"," new french touch",NA
"398"," vapor soul",NA
"401"," stomp pop",NA
"402"," welsh rock",NA
"404"," pop virale italiano",NA
"405"," rap napoletano",NA
"410"," polish trap",NA
"411"," german trap",NA
"414"," italian hip hop",NA
"420"," gaming edm",NA
"424"," rap antillais",NA
"425"," trap antillais",NA
"426"," rap latina",NA
"428"," nouvelle chanson francaise",NA
"431"," mexican pop",NA
"433"," country road",NA
"434"," modern country rock",NA
"438"," magyar alternative",NA
"442"," modern alternative rock",NA
"444"," spanish indie pop",NA
"445"," spanish modern rock",NA
"446"," spanish noise pop",NA
"449"," funk paulista",NA
"451"," rap angolano",NA
"456"," hardcore hip hop",NA
"457"," philly rap",NA
"458"," southern hip hop",NA
"460"," cancion melodica",NA
"461"," pop romantico",NA
"466"," hungarian underground rap",NA
"467"," pinoy hip hop",NA
"468"," pinoy r&b",NA
"470"," pop nacional",NA
"472"," corridos tumbados",NA
"474"," nueva musica mexicana",NA
"475"," sierreno",NA
"478"," lgbtq+ hip hop",NA
"481"," francoton",NA
"482"," french rock",NA
"488"," turkish trap",NA
"489"," funk consciente",NA
"490"," funk ostentacao",NA
"493"," k-pop boy group",NA
"495","""muzika lyeladim""",NA
"497"," groove room",NA
"499"," rock nacional",NA
"501"," athens indie",NA
"502"," permanent wave",NA
"503"," french hip hop",NA
"505"," vietnamese singer-songwriter",NA
"506"," j-punk",NA
"508"," japanese pop punk",NA
"509"," japanese punk rock",NA
"510"," j-poprock",NA
"511"," japanese emo",NA
"516"," slovak trap",NA
"518"," j-pixie",NA
"519"," czsk hip hop",NA
"522"," khaleeji iraqi",NA
"523"," yemeni pop",NA
"525"," trap mexicano",NA
"526"," kizomba cabo-verdiana",NA
"527"," japanese dance pop",NA
"528"," okinawan pop",NA
"530"," rap criolo",NA
"532"," desi hip hop",NA
"534"," malaysian hip hop",NA
"535"," malaysian indie",NA
"537"," singaporean hip hop",NA
"541"," scandinavian r&b",NA
"542"," rap marseille",NA
"546"," russian trap",NA
"548"," comic",NA
"549"," parody",NA
"551"," uk pop punk",NA
"554"," pop rock brasileiro",NA
"555"," rock mineiro",NA
"556"," rock nacional brasileiro",NA
"557"," norwegian trap",NA
"558"," turkish rock",NA
"564"," russian alt pop",NA
"565"," russian hip hop",NA
"568"," rap conscient",NA
"570"," hip house",NA
"571"," new beat",NA
"573"," south african pop",NA
"574"," south african pop dance",NA
"576"," jazz pop",NA
"579"," vocaloid",NA
"582"," german drill",NA
"585"," west coast rap",NA
"588"," dansktop",NA
"591"," israeli rock",NA
"594"," scandipop",NA
"596"," magyar trap",NA
"597"," rap espanol",NA
"598"," urbano espanol",NA
"601"," classic norwegian pop",NA
"603"," thai indie pop",NA
"605"," finnish melodeath",NA
"607"," gothic metal",NA
"609"," progressive doom",NA
"610"," swedish gangsta rap",NA
"614"," latin jazz",NA
"615"," puerto rican folk",NA
"621"," finnish trap",NA
"623"," tamil hip hop",NA
"626"," mainland chinese pop",NA
"629"," madchester",NA
"631"," solo wave",NA
"633"," latin arena pop",NA
"634"," latvian rock",NA
"636"," malaysian mandopop",NA
"638"," sheffield indie",NA
"640"," pop violin",NA
"644"," kosovan pop",NA
"645"," tallava",NA
"646"," aussietronica",NA
"647"," australian dance",NA
"648"," australian electropop",NA
"652"," social media pop",NA
"654"," salsa venezolana",NA
"659"," latin viral pop",NA
"660"," russian indie",NA
"661"," virginia hip hop",NA
"665"," australian indie",NA
"666"," australian trap",NA
"667"," australian underground hip hop",NA
"669"," hip pop",NA
"670"," queens hip hop",NA
"674"," dutch hip hop",NA
"676"," salzburg indie",NA
"677"," romanian trap",NA
"679"," venezuelan hip hop",NA
"682"," pop quebecois",NA
"683"," rap montrealais",NA
"685"," pop flamenco",NA
"687"," taiwan indie",NA
"690"," sad lo-fi",NA
"691"," sad rap",NA
"695"," neon pop punk",NA
"698"," trancecore",NA
"699"," funk mtg",NA
"703"," classic cantopop",NA
"705"," brega funk",NA
"706"," funk carioca",NA
"708"," pop peruano",NA
"711"," cumbia",NA
"714"," nz reggae",NA
"715"," pacific islands pop",NA
"716"," ska jazz",NA
"718"," indie pop rap",NA
"722"," baglama",NA
"723"," turkish folk",NA
"725"," reggae en espanol",NA
"727"," latin metal",NA
"738"," chinese r&b",NA
"745"," german dance",NA
"747"," peruvian rock",NA
"751"," latin hip hop",NA
"752"," mexican rock",NA
"754"," indonesian pop",NA
"756"," japanese r&b",NA
"759"," funk",NA
"760"," jazz funk",NA
"761"," quiet storm",NA
"764"," indonesian indie",NA
"766"," kansas city hip hop",NA
"768"," ecm-style jazz",NA
"772"," modern jazz trio",NA
"773"," swedish jazz",NA
"776"," classic belgian pop",NA
"777"," flemish folk",NA
"778"," kleinkunst",NA
"779"," swedish country",NA
"781"," timba",NA
"784"," danish hip hop",NA
"786"," indiecoustica",NA
"789"," vlaamse rap",NA
"793"," south african hip hop",NA
"794"," south african trap",NA
"797"," bubblegum pop",NA
"798"," classic girl group",NA
"803"," talentkonkurranse",NA
"806"," cumbia chilena",NA
"807"," cumbia villera",NA
"812"," hindi hip hop",NA
"815"," london rap",NA
"821"," norske viser",NA
"822"," psychedelic soul",NA
"829"," german viral rap",NA
"831"," puerto rican pop",NA
"833"," indonesian viral pop",NA
"834"," egyptian hip hop",NA
"837"," uk post-punk",NA
"841"," vintage italian soundtrack",NA
"842"," perreo",NA
"843"," brega romantico",NA
"844"," forro de favela",NA
"845"," dmv rap",NA
"846"," r&b brasileiro",NA
"849"," dirty south rap",NA
"850"," memphis hip hop",NA
"851"," modern salsa",NA
"852"," pop reggaeton",NA
"854"," estonian rock",NA
"857"," scottish rock",NA
"863"," indonesian jazz",NA
"864"," rock brasiliense",NA
"866"," italian alternative",NA
"868"," swiss hip hop",NA
"870"," forro",NA
"875"," bubblegum dance",NA
"878"," chalga",NA
"880"," candy pop",NA
"881"," gauze pop",NA
"882"," neo-singer-songwriter",NA
"883"," polish rock",NA
"884"," polish synthpop",NA
"885"," rome indie",NA
"888"," britpop",NA
"890"," glam rock",NA
"894"," epa dunk",NA
"899"," afrikaans",NA
"900"," k-pop reality show",NA
"903"," uk alternative hip hop",NA
"909"," lebanese pop",NA
"911"," st louis rap",NA
"913"," argentine telepop",NA
"915"," pop argentino",NA
"918"," japanese jazz fusion",NA
"919"," japanese jazztronica",NA
"920"," japanese soul",NA
"923"," korean trap",NA
"926"," polish hip hop",NA
"928"," lithuanian rock",NA
"929"," dutch edm",NA
"930"," classic mandopop",NA
"931"," filter house",NA
"932"," new rave",NA
"933"," nu disco",NA
"934"," reggae maghreb",NA
"939"," canadian trap",NA
"941"," toronto rap",NA
"942"," trap soul",NA
"943"," vapor trap",NA
"948"," rave funk",NA
"950"," brill building pop",NA
"953"," shaabi",NA
"955"," electra",NA
"958"," classic icelandic pop",NA
"959"," r&b argentino",NA
"961"," chilean rock",NA
"962"," punk chileno",NA
"963"," ska chileno",NA
"964"," danseband",NA
"965"," norwegian rock",NA
"966"," german pop rock",NA
"968"," trap triste",NA
"969"," estonian jazz",NA
"972"," russian viral pop",NA
"974"," dominican pop",NA
"976"," viral trap",NA
"977"," south african alternative",NA
"979"," drum and bass",NA
"980"," uk dance",NA
"981"," uk dnb",NA
"984"," indonesian singer-songwriter",NA
"985"," semarang indie",NA
"990"," taiwanese indigenous",NA
"992"," ukrainian indie",NA
"993"," turkish hip hop",NA
"995"," indian electronic",NA
"996"," dutch house",NA
"998"," canadian electronic",NA
"1001"," melodic dubstep",NA
"1004"," swedish eurodance",NA
"1006"," urbano chileno",NA
"1012"," schweizer rap",NA
"1013"," swiss indie",NA
"1014"," swiss reggae",NA
"1018"," sunshine pop",NA
"1022"," nerdcore brasileiro",NA
"1026"," haryanvi pop",NA
"1029"," russian chanson",NA
"1031"," finnish dance pop",NA
"1035"," belgian rock",NA
"1037"," bachata dominicana",NA
"1041"," spanish rock",NA
"1042"," heartland rock",NA
"1046"," swedish singer-songwriter",NA
"1049"," bulgarian rock",NA
"1055"," smutny rap",NA
"1057"," rock uruguayo",NA
"1066"," channel pop",NA
"1069"," icelandic indie",NA
"1071"," danish pop rock",NA
"1072"," danish singer-songwriter",NA
"1074"," yacht rock",NA
"1078"," german jazz rap",NA
"1079"," hamburg hip hop",NA
"1081"," japanese electropop",NA
"1082"," thai trap",NA
"1084"," turbo folk",NA
"1089"," pop costarricense",NA
"1090"," rap calme",NA
"1091"," funk das antigas",NA
"1092"," funk melody",NA
"1093"," german reggae",NA
"1094"," big beat",NA
"1095"," icelandic electronic",NA
"1097"," musica costarricense",NA
"1098"," musica hondurena",NA
"1099"," punta",NA
"1100"," punta rock",NA
"1101"," japanese alternative rock",NA
"1102"," japanese garage rock",NA
"1103"," japanese girl punk",NA
"1105"," indie r&b",NA
"1108"," modern dream pop",NA
"1110"," rap anime",NA
"1112"," french indietronica",NA
"1114"," neo-synthpop",NA
"1115"," nyc pop",NA
"1116"," compositional ambient",NA
"1117"," neo-classical",NA
"1119"," lithuanian pop",NA
"1120"," sung poetry",NA
"1125"," canadian indie",NA
"1126"," deep new americana",NA
"1129"," stomp and holler",NA
"1130"," milan indie",NA
"1131"," rap tunisien",NA
"1133"," rap rock",NA
"1135"," romanian metal",NA
"1136"," romanian rock",NA
"1138"," j-pop girl group",NA
"1141"," slamming deathcore",NA
"1143"," pop paraguayo",NA
"1146"," pop chileno",NA
"1147"," pop electronico",NA
"1149"," etherpop",NA
"1151"," canadian punk",NA
"1154"," turkish edm",NA
"1159"," rogaland musikk",NA
"1162"," nightrun",NA
"1163"," swedish hard rock",NA
"1164"," korean indie folk",NA
"1169"," swedish indie folk",NA
"1170"," swedish indie pop",NA
"1172"," contemporary vocal jazz",NA
"1177"," swedish americana",NA
"1178"," swedish punk",NA
"1188"," art rock",NA
"1190"," symphonic rock",NA
"1193"," swedish reggae",NA
"1195"," shiver pop",NA
"1197"," taiwan rock",NA
"1199"," japanese trap",NA
"1203"," indonesian pop punk",NA
"1204"," sky room",NA
"1205"," french reggae",NA
"1206"," old school rap francais",NA
"1208"," classic bollywood",NA
"1210"," danspunk",NA
"1212"," reggaeton mexicano",NA
"1216"," indian fusion",NA
"1218"," indian rock",NA
"1219"," new delhi indie",NA
"1220"," world fusion",NA
"1221"," icelandic singer-songwriter",NA
"1232"," brazilian rock",NA
"1233"," reggae tuga",NA
"1234"," cumbia uruguaya",NA
"1235"," plena uruguaya",NA
"1236"," canzone napoletana",NA
"1237"," folk rock italiano",NA
"1239"," roots reggae",NA
"1241"," pop lgbtq+ brasileira",NA
"1243"," norteno-sax",NA
"1245"," colombian rock",NA
"1246"," classic turkish pop",NA
"1250"," salsa puertorriquena",NA
"1251"," rap genovese",NA
"1252"," bulgarian r&b",NA
"1256"," electric blues",NA
"1257"," jazz blues",NA
"1259"," traditional blues",NA
"1261"," musica triste brasileira",NA
"1263"," vietnamese pop",NA
"1265"," swedish alternative rock",NA
"1267"," musica per bambini",NA
"1268"," dancehall queen",NA
"1269"," uk dancehall",NA
"1274"," deep turkish pop",NA
"1276"," italian jazz",NA
"1277"," italian lounge",NA
"1279"," j-division",NA
"1280"," norwegian country",NA
"1281"," norwegian folk rock",NA
"1282"," bulgarian trap",NA
"1285"," tennessee hip hop",NA
"1295"," trap argentino",NA
"1297"," christian music",NA
"1300"," dutch trap",NA
"1301"," russian rave",NA
"1302"," canadian electropop",NA
"1303"," grave wave",NA
"1306"," macedonian folk",NA
"1307"," josei rap",NA
"1308"," j-idol",NA
"1309"," russian viral rap",NA
"1310"," pagode",NA
"1311"," pagode baiano",NA
"1313"," japanese indie pop",NA
"1315"," turkce drill",NA
"1319"," belarusian rock",NA
"1320"," classic russian rock",NA
"1321"," russian alternative rock",NA
"1324"," pittsburgh rock",NA
"1325"," art pop",NA
"1326"," escape room",NA
"1327"," indie soul",NA
"1328"," la pop",NA
"1329"," easy listening",NA
"1332"," hindi indie",NA
"1333"," sufi",NA
"1334"," lds youth",NA
"1337"," canadian pop",NA
"1338"," country dawn",NA
"1340"," vispop",NA
"1343"," slovak punk",NA
"1344"," slovak rock",NA
"1346"," kiwi rock",NA
"1347"," nz singer-songwriter",NA
"1351"," new romantic",NA
"1352"," new wave pop",NA
"1355"," pluggnb",NA
"1371"," lithuanian indie",NA
"1372"," crunk",NA
"1373"," old school atlanta hip hop",NA
"1377"," focus",NA
"1378"," indonesian indie pop",NA
"1379"," indonesian psychedelia",NA
